ESCOURI,ID,UUID,ORIGINUUID,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0b917c3e-e49f-40d9-8f95-3bc8e9c06fd2,key_20034,,,skill/competence,cross-sector,perform laboratory tests,"conduct laboratory tests
perform laboratory tests
performing laboratory tests
carry out laboratory tests
laboratory testing
engage in laboratory tests",Carry out tests in a laboratory to produce reliable and precise data to support scientific research and product testing.,,
http://data.europa.eu/esco/skill/0b957e7e-a2ef-4a2f-b6cf-e29564e82372,key_20035,,,skill/competence,sector-specific,coordinate technical standards for global interoperability,"facilitate coordination between stakeholders in relation to technical standards for surveillance systems
facilitate cooperation between stakeholders on technical standards for surveillance systems
coordinate technical standards for global interoperability
carry out technical standards international coordination activities
ensure stakeholders cooperate to standardise technical and operational aspects of surveillance systems
harmonise technical standards for global interoperability
coordinate technical standards for interoperability at a global level
harmonise technical standards for international interoperability
coordinate technical standards for international interoperability
ensure standardisation of technical and operational aspects of surveillance systems",Ensure cooperation between various stakeholders in order to achieve standardisation of technical and operational aspects of surveillance systems.,,
http://data.europa.eu/esco/skill/0b95eb5d-f3eb-4387-a0bb-094a394196c7,key_20036,,,knowledge,cross-sector,refrigerants,"refrigerants
refrigeration coolants
refrigeration cycle coolants
heating pump fluids
system coolants
refrigeration fluids",The characteristics and properties of the different fluids used in heat pump and refrigeration cycles.,,
http://data.europa.eu/esco/skill/0b96f260-d768-4c08-aebb-5fc7ccb5aef9,key_20037,,,skill/competence,sector-specific,manage clinical environments,"ensure clinical environments are prepared for use
supervise clinical environments
manage clinical environments and equipment
oversee clinical environments
maintain clinical environments and equipment
ensure clinical environments, equipment, and materials are prepared for use
perform clinical environment management
prepare clinical environments and equipment for use
conduct clinical environment management
maintain clinical environments
manage clinical environments","Ensure that clinical environments, including equipment and materials, are properly prepared and maintained for use. Prepare and maintain working environments and ensure that equipment and materials are available.'",,
http://data.europa.eu/esco/skill/0ba0717c-3a7a-45a3-834c-59c554e56c72,key_20038,,,skill/competence,sector-specific,translate formulae into processes,"formulae translating into processes
productionising formulae
translating formulae into processes
productionise formulae
translate formulae into processes
formulae productionising","Translate, by means of computer models and simulations, the specific laboratory formulae and findings into production processes.",,
http://data.europa.eu/esco/skill/0ba7215f-3883-4ef6-a45f-65518333b400,key_20039,,,skill/competence,occupation-specific,adjust paper bag machine,"adjust paper bag machines
change paper bag machine
adjust paper bag machine
tweak paper bag machine
modify paper bag machine
adapt paper bag machine
adjusting paper bag machine","Control output of paper bags and be able to make minor adjustments to ensure the side seals, wicket holes, and lip size are within product or company specifications.",,
http://data.europa.eu/esco/skill/0ba7e293-4665-4c8b-86fa-c1a4b1daee12,key_20040,,,skill/competence,occupation-specific,place orders for computer products,"place orders for computer brands
place orders for computer commodities
place orders for computer stock
placing orders for computer products
place orders for computer goods
place an order for computer products
place order for a computer product
place orders for computer products
place orders for computer merchandise","Price out different options; purchase computers, computer equipment and IT-accessories.",,
http://data.europa.eu/esco/skill/0bb20984-b5c9-4036-8ad9-6613d1726f17,key_20041,,,skill/competence,occupation-specific,install spindles,"fitting spindles
installing of spindles
installing spindle
spindle installation
fixing of spindles
installation of spindles
fixing of spindle
installation of spindle
spindle fixing
installing of spindle
fitting of spindles
installing spindles
fitting spindle
fitting of spindle
install spindles
fit spindles","Install spindles, vertical elements that connect a handrail to a bottom element such as a staircase or balustrade bottom. ",,
http://data.europa.eu/esco/skill/0bb3792c-0a17-4e48-a8b3-5603bb12a660,key_20042,,,skill/competence,occupation-specific,provide nursing care in community settings ,"nursing practices in community settings 
nursing care in communities 
nursing in community situations","Provide nursing care in community settings such as schools, home settings, assisted living facilities, correctional facilities and hospice, and outside the hospital system. ",,
http://data.europa.eu/esco/skill/0bb4b474-da3a-45ce-9de3-0c964d84e73f,key_20043,,,knowledge,cross-sector,soldering techniques,"soldering practices
soldering
soldering methods
soldering techniques
soldering procedures
soldering systems",The various techniques for joining pieces of metal together by melting and applying a filler metal into the joint between the two pieces such as silver soldering and induction soldering.,,
http://data.europa.eu/esco/skill/0bc21589-686b-4d3e-a632-e6451a73afeb,key_20044,,,skill/competence,sector-specific,attach protective attachments to timber piles,"fitting pile points
attach protection to timber piles
fitting pile boots
attach protective attachments to lumber  piles
protect pile toe
fit pile points
attachment of protection to timber piles
attachment of protective attachments to timber piles
protect pile head
attaching protective attachments to timber piles
fit pile boots","Attach various protective elements, such as boots or points, to the head and toe of timber piles in order to prevent damage to the pile from the stresses of pile driving. Take care to attach a timber pile point correctly to make sure the pile is driven straight down.",,
http://data.europa.eu/esco/skill/0bc42cda-a6f0-4cac-9b34-7911faba0bd4,key_20045,,,knowledge,sector-specific,microbiology-bacteriology,"microbiology-bacteriologies
science of bacteria
microbiology-bacteriology
bacteriology and microbiology
micro-biology
characteristics of micobioloy
study of bacteria
bacteriology
microbiology
specialties of bacteria
principles of microbiology
study of microbiology
study of microscopic organisms
classification and characteristics of bacteria",Microbiology-Bacteriology is a medical specialty mentioned in the EU Directive 2005/36/EC.,,
http://data.europa.eu/esco/skill/0bca7a8b-c11e-40e6-a77c-c76dad60cfcd,key_20046,,,skill/competence,occupation-specific,replace knives,"swap out knives
replacing knives
substitute knives
replace knife
exchange knives
replace knives
switch knives","Replace worn and bent knives and adjust cutting knives, making use of various hand tools.",,
